bed	seed	seat0	seat1	x0	x1	share0
colonizer	2	Cairn	Scarp	0.0000	12.0000	0.000
colonizer	2	Delta=Ford	Meadow=Spur	82.0000	0.0000	1.000
colonizer	2	Delta=Ford	Tor	82.0000	0.0000	1.000
colonizer	2	Delta=Ford	Cairn	82.0000	0.0000	1.000
colonizer	2	Delta=Ford	Range=Strait	82.0000	10.0000	0.891
colonizer	2	Delta=Ford	Scarp	82.0000	12.0000	0.872
colonizer	2	Range=Strait	Meadow=Spur	10.0000	0.0000	1.000
colonizer	2	Range=Strait	Tor	10.0000	0.0000	1.000
colonizer	2	Range=Strait	Cairn	10.0000	0.0000	1.000
colonizer	2	Range=Strait	Delta=Ford	10.0000	84.0000	0.106
colonizer	2	Range=Strait	Scarp	10.0000	12.0000	0.455
colonizer	2	Scarp	Meadow=Spur	12.0000	0.0000	1.000
colonizer	2	Scarp	Tor	12.0000	0.0000	1.000
colonizer	2	Scarp	Cairn	12.0000	0.0000	1.000
colonizer	2	Scarp	Delta=Ford	12.0000	84.0000	0.125
colonizer	2	Scarp	Range=Strait	12.0000	10.0000	0.545
colonizer	3	Meadow=Spur	Tor	0.0000	0.0000	0.500
colonizer	3	Meadow=Spur	Cairn	0.0000	0.0000	0.500
colonizer	3	Meadow=Spur	Delta=Ford	0.0000	88.0000	0.000
colonizer	3	Meadow=Spur	Range=Strait	0.0000	10.0000	0.000
colonizer	3	Meadow=Spur	Scarp	0.0000	12.0000	0.000
colonizer	3	Tor	Meadow=Spur	0.0000	0.0000	0.500
colonizer	3	Tor	Cairn	0.0000	0.0000	0.500
colonizer	3	Tor	Delta=Ford	0.0000	88.0000	0.000
colonizer	3	Tor	Range=Strait	0.0000	10.0000	0.000
colonizer	3	Tor	Scarp	0.0000	12.0000	0.000
colonizer	3	Cairn	Meadow=Spur	0.0000	0.0000	0.500
colonizer	3	Cairn	Tor	0.0000	0.0000	0.500
colonizer	3	Cairn	Delta=Ford	0.0000	88.0000	0.000
colonizer	3	Cairn	Range=Strait	0.0000	10.0000	0.000
colonizer	3	Cairn	Scarp	0.0000	12.0000	0.000
colonizer	3	Delta=Ford	Meadow=Spur	84.0000	0.0000	1.000
colonizer	3	Delta=Ford	Tor	84.0000	0.0000	1.000
colonizer	3	Delta=Ford	Cairn	84.0000	0.0000	1.000
colonizer	3	Delta=Ford	Range=Strait	84.0000	10.0000	0.894
colonizer	3	Delta=Ford	Scarp	84.0000	12.0000	0.875
colonizer	3	Range=Strait	Meadow=Spur	10.0000	0.0000	1.000
colonizer	3	Range=Strait	Tor	10.0000	0.0000	1.000
colonizer	3	Range=Strait	Cairn	10.0000	0.0000	1.000
colonizer	3	Range=Strait	Delta=Ford	10.0000	88.0000	0.102
colonizer	3	Range=Strait	Scarp	10.0000	12.0000	0.455
colonizer	3	Scarp	Meadow=Spur	12.0000	0.0000	1.000
colonizer	3	Scarp	Tor	12.0000	0.0000	1.000
colonizer	3	Scarp	Cairn	12.0000	0.0000	1.000
colonizer	3	Scarp	Delta=Ford	12.0000	88.0000	0.120
colonizer	3	Scarp	Range=Strait	12.0000	10.0000	0.545
colonizer	5	Meadow=Spur	Tor	0.0000	0.0000	0.500
colonizer	5	Meadow=Spur	Cairn	0.0000	0.0000	0.500
colonizer	5	Meadow=Spur	Delta=Ford	0.0000	90.0000	0.000
colonizer	5	Meadow=Spur	Range=Strait	0.0000	10.0000	0.000
colonizer	5	Meadow=Spur	Scarp	0.0000	12.0000	0.000
colonizer	5	Tor	Meadow=Spur	0.0000	0.0000	0.500
colonizer	5	Tor	Cairn	0.0000	0.0000	0.500
colonizer	5	Tor	Delta=Ford	0.0000	90.0000	0.000
colonizer	5	Tor	Range=Strait	0.0000	10.0000	0.000
colonizer	5	Tor	Scarp	0.0000	12.0000	0.000
colonizer	5	Cairn	Meadow=Spur	0.0000	0.0000	0.500
colonizer	5	Cairn	Tor	0.0000	0.0000	0.500
colonizer	5	Cairn	Delta=Ford	0.0000	90.0000	0.000
colonizer	5	Cairn	Range=Strait	0.0000	10.0000	0.000
colonizer	5	Cairn	Scarp	0.0000	12.0000	0.000
colonizer	5	Delta=Ford	Meadow=Spur	76.0000	0.0000	1.000
colonizer	5	Delta=Ford	Tor	76.0000	0.0000	1.000
colonizer	5	Delta=Ford	Cairn	76.0000	0.0000	1.000
colonizer	5	Delta=Ford	Range=Strait	76.0000	10.0000	0.884
colonizer	5	Delta=Ford	Scarp	76.0000	12.0000	0.864
colonizer	5	Range=Strait	Meadow=Spur	10.0000	0.0000	1.000
colonizer	5	Range=Strait	Tor	10.0000	0.0000	1.000
colonizer	5	Range=Strait	Cairn	10.0000	0.0000	1.000
colonizer	5	Range=Strait	Delta=Ford	10.0000	90.0000	0.100
colonizer	5	Range=Strait	Scarp	10.0000	12.0000	0.455
colonizer	5	Scarp	Meadow=Spur	12.0000	0.0000	1.000
colonizer	5	Scarp	Tor	12.0000	0.0000	1.000
colonizer	5	Scarp	Cairn	12.0000	0.0000	1.000
colonizer	5	Scarp	Delta=Ford	12.0000	90.0000	0.118
colonizer	5	Scarp	Range=Strait	12.0000	10.0000	0.545
colonizer	11	Meadow=Spur	Tor	0.0000	0.0000	0.500
colonizer	11	Meadow=Spur	Cairn	0.0000	0.0000	0.500
colonizer	11	Meadow=Spur	Delta=Ford	0.0000	84.0000	0.000
colonizer	11	Meadow=Spur	Range=Strait	0.0000	10.0000	0.000
colonizer	11	Meadow=Spur	Scarp	0.0000	12.0000	0.000
colonizer	11	Tor	Meadow=Spur	0.0000	0.0000	0.500
colonizer	11	Tor	Cairn	0.0000	0.0000	0.500
colonizer	11	Tor	Delta=Ford	0.0000	84.0000	0.000
colonizer	11	Tor	Range=Strait	0.0000	10.0000	0.000
colonizer	11	Tor	Scarp	0.0000	12.0000	0.000
colonizer	11	Cairn	Meadow=Spur	0.0000	0.0000	0.500
colonizer	11	Cairn	Tor	0.0000	0.0000	0.500
colonizer	11	Cairn	Delta=Ford	0.0000	84.0000	0.000
colonizer	11	Cairn	Range=Strait	0.0000	10.0000	0.000
colonizer	11	Cairn	Scarp	0.0000	12.0000	0.000
colonizer	11	Delta=Ford	Meadow=Spur	90.0000	0.0000	1.000
colonizer	11	Delta=Ford	Tor	90.0000	0.0000	1.000
colonizer	11	Delta=Ford	Cairn	90.0000	0.0000	1.000
colonizer	11	Delta=Ford	Range=Strait	90.0000	10.0000	0.900
colonizer	11	Delta=Ford	Scarp	90.0000	12.0000	0.882
colonizer	11	Range=Strait	Meadow=Spur	10.0000	0.0000	1.000
colonizer	11	Range=Strait	Tor	10.0000	0.0000	1.000
colonizer	11	Range=Strait	Cairn	10.0000	0.0000	1.000
colonizer	11	Range=Strait	Delta=Ford	10.0000	84.0000	0.106
colonizer	11	Range=Strait	Scarp	10.0000	12.0000	0.455
colonizer	11	Scarp	Meadow=Spur	12.0000	0.0000	1.000
colonizer	11	Scarp	Tor	12.0000	0.0000	1.000
colonizer	11	Scarp	Cairn	12.0000	0.0000	1.000
colonizer	11	Scarp	Delta=Ford	12.0000	84.0000	0.125
colonizer	11	Scarp	Range=Strait	12.0000	10.0000	0.545
miner	1	Meadow=Spur	Tor	103443.2693	221491.9067	0.318
miner	1	Meadow=Spur	Cairn	103443.2693	221491.9067	0.318
miner	1	Meadow=Spur	Delta=Ford	103443.2693	111653.7729	0.481
miner	1	Meadow=Spur	Range=Strait	103443.2693	9617.2514	0.915
miner	1	Meadow=Spur	Scarp	103443.2693	9859.6565	0.913
miner	1	Tor	Meadow=Spur	103498.5570	221435.4408	0.319
miner	1	Tor	Cairn	103498.5570	221491.9067	0.318
miner	1	Tor	Delta=Ford	103498.5570	111653.7729	0.481
miner	1	Tor	Range=Strait	103498.5570	9617.2514	0.915
miner	1	Tor	Scarp	103498.5570	9859.6565	0.913
miner	1	Cairn	Meadow=Spur	103498.5570	221435.4408	0.319
miner	1	Cairn	Tor	103498.5570	221491.9067	0.318
miner	1	Cairn	Delta=Ford	103498.5570	111653.7729	0.481
miner	1	Cairn	Range=Strait	103498.5570	9617.2514	0.915
miner	1	Cairn	Scarp	103498.5570	9859.6565	0.913
miner	1	Delta=Ford	Meadow=Spur	44102.9927	221435.4408	0.166
miner	1	Delta=Ford	Tor	44102.9927	221491.9067	0.166
miner	1	Delta=Ford	Cairn	44102.9927	221491.9067	0.166
miner	1	Delta=Ford	Range=Strait	44102.9927	9617.2514	0.821
miner	1	Delta=Ford	Scarp	44102.9927	9859.6565	0.817
miner	1	Range=Strait	Meadow=Spur	361.7466	221435.4408	0.002
miner	1	Range=Strait	Tor	361.7466	221491.9067	0.002
miner	1	Range=Strait	Cairn	361.7466	221491.9067	0.002
miner	1	Range=Strait	Delta=Ford	361.7466	111653.7729	0.003
miner	1	Range=Strait	Scarp	361.7466	9859.6565	0.035
miner	1	Scarp	Meadow=Spur	414.6192	221435.4408	0.002
miner	1	Scarp	Tor	414.6192	221491.9067	0.002
miner	1	Scarp	Cairn	414.6192	221491.9067	0.002
miner	1	Scarp	Delta=Ford	414.6192	111653.7729	0.004
miner	1	Scarp	Range=Strait	414.6192	9617.2514	0.041
miner	7	Meadow=Spur	Tor	134818.1921	25609.0871	0.840
miner	7	Meadow=Spur	Cairn	134818.1921	25609.0871	0.840
miner	7	Meadow=Spur	Delta=Ford	134818.1921	12588.0178	0.915
miner	7	Meadow=Spur	Range=Strait	134818.1921	855.0401	0.994
miner	7	Meadow=Spur	Scarp	134818.1921	872.2717	0.994
miner	7	Tor	Meadow=Spur	134959.6225	25988.4220	0.839
miner	7	Tor	Cairn	134959.6225	25609.0871	0.841
miner	7	Tor	Delta=Ford	134959.6225	12588.0178	0.915
miner	7	Tor	Range=Strait	134959.6225	855.0401	0.994
miner	7	Tor	Scarp	134959.6225	872.2717	0.994
miner	7	Cairn	Meadow=Spur	134959.6225	25988.4220	0.839
miner	7	Cairn	Tor	134959.6225	25609.0871	0.841
miner	7	Cairn	Delta=Ford	134959.6225	12588.0178	0.915
miner	7	Cairn	Range=Strait	134959.6225	855.0401	0.994
miner	7	Cairn	Scarp	134959.6225	872.2717	0.994
miner	7	Delta=Ford	Meadow=Spur	60561.7343	25988.4220	0.700
miner	7	Delta=Ford	Tor	60561.7343	25609.0871	0.703
miner	7	Delta=Ford	Cairn	60561.7343	25609.0871	0.703
miner	7	Delta=Ford	Range=Strait	60561.7343	855.0401	0.986
miner	7	Delta=Ford	Scarp	60561.7343	872.2717	0.986
miner	7	Range=Strait	Meadow=Spur	10623.0274	25988.4220	0.290
miner	7	Range=Strait	Tor	10623.0274	25609.0871	0.293
miner	7	Range=Strait	Cairn	10623.0274	25609.0871	0.293
miner	7	Range=Strait	Delta=Ford	10623.0274	12588.0178	0.458
miner	7	Range=Strait	Scarp	10623.0274	872.2717	0.924
miner	7	Scarp	Meadow=Spur	10935.3489	25988.4220	0.296
miner	7	Scarp	Tor	10935.3489	25609.0871	0.299
miner	7	Scarp	Cairn	10935.3489	25609.0871	0.299
miner	7	Scarp	Delta=Ford	10935.3489	12588.0178	0.465
miner	7	Scarp	Range=Strait	10935.3489	855.0401	0.927
miner	42	Meadow=Spur	Tor	79798.7768	76039.8398	0.512
miner	42	Meadow=Spur	Cairn	79798.7768	76039.8398	0.512
miner	42	Meadow=Spur	Delta=Ford	79798.7768	29538.4592	0.730
miner	42	Meadow=Spur	Range=Strait	79798.7768	4496.7708	0.947
miner	42	Meadow=Spur	Scarp	79798.7768	4630.8702	0.945
miner	42	Tor	Meadow=Spur	79865.5306	76047.2357	0.512
miner	42	Tor	Cairn	79865.5306	76039.8398	0.512
miner	42	Tor	Delta=Ford	79865.5306	29538.4592	0.730
miner	42	Tor	Range=Strait	79865.5306	4496.7708	0.947
miner	42	Tor	Scarp	79865.5306	4630.8702	0.945
miner	42	Cairn	Meadow=Spur	79865.5306	76047.2357	0.512
miner	42	Cairn	Tor	79865.5306	76039.8398	0.512
miner	42	Cairn	Delta=Ford	79865.5306	29538.4592	0.730
miner	42	Cairn	Range=Strait	79865.5306	4496.7708	0.947
miner	42	Cairn	Scarp	79865.5306	4630.8702	0.945
miner	42	Delta=Ford	Meadow=Spur	39930.8982	76047.2357	0.344
miner	42	Delta=Ford	Tor	39930.8982	76039.8398	0.344
miner	42	Delta=Ford	Cairn	39930.8982	76039.8398	0.344
miner	42	Delta=Ford	Range=Strait	39930.8982	4496.7708	0.899
miner	42	Delta=Ford	Scarp	39930.8982	4630.8702	0.896
miner	42	Range=Strait	Meadow=Spur	3331.5189	76047.2357	0.042
miner	42	Range=Strait	Tor	3331.5189	76039.8398	0.042
miner	42	Range=Strait	Cairn	3331.5189	76039.8398	0.042
miner	42	Range=Strait	Delta=Ford	3331.5189	29538.4592	0.101
miner	42	Range=Strait	Scarp	3331.5189	4630.8702	0.418
miner	42	Scarp	Meadow=Spur	3412.2828	76047.2357	0.043
miner	42	Scarp	Tor	3412.2828	76039.8398	0.043
miner	42	Scarp	Cairn	3412.2828	76039.8398	0.043
miner	42	Scarp	Delta=Ford	3412.2828	29538.4592	0.104
miner	42	Scarp	Range=Strait	3412.2828	4496.7708	0.431
miner	31337	Meadow=Spur	Tor	63505.7259	166745.4294	0.276
miner	31337	Meadow=Spur	Cairn	63505.7259	166745.4294	0.276
miner	31337	Meadow=Spur	Delta=Ford	63505.7259	79159.8686	0.445
miner	31337	Meadow=Spur	Range=Strait	63505.7259	2004.7125	0.969
miner	31337	Meadow=Spur	Scarp	63505.7259	2054.2836	0.969
miner	31337	Tor	Meadow=Spur	63521.0820	166723.8142	0.276
miner	31337	Tor	Cairn	63521.0820	166745.4294	0.276
miner	31337	Tor	Delta=Ford	63521.0820	79159.8686	0.445
miner	31337	Tor	Range=Strait	63521.0820	2004.7125	0.969
miner	31337	Tor	Scarp	63521.0820	2054.2836	0.969
miner	31337	Cairn	Meadow=Spur	63521.0820	166723.8142	0.276
miner	31337	Cairn	Tor	63521.0820	166745.4294	0.276
miner	31337	Cairn	Delta=Ford	63521.0820	79159.8686	0.445
miner	31337	Cairn	Range=Strait	63521.0820	2004.7125	0.969
miner	31337	Cairn	Scarp	63521.0820	2054.2836	0.969
miner	31337	Delta=Ford	Meadow=Spur	28359.3182	166723.8142	0.145
miner	31337	Delta=Ford	Tor	28359.3182	166745.4294	0.145
miner	31337	Delta=Ford	Cairn	28359.3182	166745.4294	0.145
miner	31337	Delta=Ford	Range=Strait	28359.3182	2004.7125	0.934
miner	31337	Delta=Ford	Scarp	28359.3182	2054.2836	0.932
miner	31337	Range=Strait	Meadow=Spur	1531.1901	166723.8142	0.009
miner	31337	Range=Strait	Tor	1531.1901	166745.4294	0.009
miner	31337	Range=Strait	Cairn	1531.1901	166745.4294	0.009
miner	31337	Range=Strait	Delta=Ford	1531.1901	79159.8686	0.019
miner	31337	Range=Strait	Scarp	1531.1901	2054.2836	0.427
miner	31337	Scarp	Meadow=Spur	2487.1086	166723.8142	0.015
miner	31337	Scarp	Tor	2487.1086	166745.4294	0.015
miner	31337	Scarp	Cairn	2487.1086	166745.4294	0.015
miner	31337	Scarp	Delta=Ford	2487.1086	79159.8686	0.030
miner	31337	Scarp	Range=Strait	2487.1086	2004.7125	0.554
miner	2	Meadow=Spur	Tor	98986.3043	48543.6430	0.671
miner	2	Meadow=Spur	Cairn	98986.3043	48543.6430	0.671
miner	2	Meadow=Spur	Delta=Ford	98986.3043	23406.0542	0.809
miner	2	Meadow=Spur	Range=Strait	98986.3043	2500.0427	0.975
miner	2	Meadow=Spur	Scarp	98986.3043	3686.8608	0.964
miner	2	Tor	Meadow=Spur	99391.0834	48592.4242	0.672
miner	2	Tor	Cairn	99391.0834	48543.6430	0.672
miner	2	Tor	Delta=Ford	99391.0834	23406.0542	0.809
miner	2	Tor	Range=Strait	99391.0834	2500.0427	0.975
miner	2	Tor	Scarp	99391.0834	3686.8608	0.964
miner	2	Cairn	Meadow=Spur	99391.0834	48592.4242	0.672
miner	2	Cairn	Tor	99391.0834	48543.6430	0.672
miner	2	Cairn	Delta=Ford	99391.0834	23406.0542	0.809
miner	2	Cairn	Range=Strait	99391.0834	2500.0427	0.975
miner	2	Cairn	Scarp	99391.0834	3686.8608	0.964
miner	2	Delta=Ford	Meadow=Spur	49470.1706	48592.4242	0.504
miner	2	Delta=Ford	Tor	49470.1706	48543.6430	0.505
miner	2	Delta=Ford	Cairn	49470.1706	48543.6430	0.505
miner	2	Delta=Ford	Range=Strait	49470.1706	2500.0427	0.952
miner	2	Delta=Ford	Scarp	49470.1706	3686.8608	0.931
miner	2	Range=Strait	Meadow=Spur	27400.9805	48592.4242	0.361
miner	2	Range=Strait	Tor	27400.9805	48543.6430	0.361
miner	2	Range=Strait	Cairn	27400.9805	48543.6430	0.361
miner	2	Range=Strait	Delta=Ford	27400.9805	23406.0542	0.539
miner	2	Range=Strait	Scarp	27400.9805	3686.8608	0.881
miner	2	Scarp	Meadow=Spur	27462.0653	48592.4242	0.361
miner	2	Scarp	Tor	27462.0653	48543.6430	0.361
miner	2	Scarp	Cairn	27462.0653	48543.6430	0.361
miner	2	Scarp	Delta=Ford	27462.0653	23406.0542	0.540
miner	2	Scarp	Range=Strait	27462.0653	2500.0427	0.917
miner	3	Meadow=Spur	Tor	33325.3267	121941.3168	0.215
miner	3	Meadow=Spur	Cairn	33325.3267	121941.3168	0.215
miner	3	Meadow=Spur	Delta=Ford	33325.3267	59262.7579	0.360
miner	3	Meadow=Spur	Range=Strait	33325.3267	21308.5834	0.610
miner	3	Meadow=Spur	Scarp	33325.3267	20839.5113	0.615
miner	3	Tor	Meadow=Spur	33056.0850	121806.4768	0.213
miner	3	Tor	Cairn	33056.0850	121941.3168	0.213
miner	3	Tor	Delta=Ford	33056.0850	59262.7579	0.358
miner	3	Tor	Range=Strait	33056.0850	21308.5834	0.608
miner	3	Tor	Scarp	33056.0850	20839.5113	0.613
miner	3	Cairn	Meadow=Spur	33056.0850	121806.4768	0.213
miner	3	Cairn	Tor	33056.0850	121941.3168	0.213
miner	3	Cairn	Delta=Ford	33056.0850	59262.7579	0.358
miner	3	Cairn	Range=Strait	33056.0850	21308.5834	0.608
miner	3	Cairn	Scarp	33056.0850	20839.5113	0.613
miner	3	Delta=Ford	Meadow=Spur	15010.5641	121806.4768	0.110
miner	3	Delta=Ford	Tor	15010.5641	121941.3168	0.110
miner	3	Delta=Ford	Cairn	15010.5641	121941.3168	0.110
miner	3	Delta=Ford	Range=Strait	15010.5641	21308.5834	0.413
miner	3	Delta=Ford	Scarp	15010.5641	20839.5113	0.419
miner	3	Range=Strait	Meadow=Spur	848.8606	121806.4768	0.007
miner	3	Range=Strait	Tor	848.8606	121941.3168	0.007
miner	3	Range=Strait	Cairn	848.8606	121941.3168	0.007
miner	3	Range=Strait	Delta=Ford	848.8606	59262.7579	0.014
miner	3	Range=Strait	Scarp	848.8606	20839.5113	0.039
miner	3	Scarp	Meadow=Spur	782.8647	121806.4768	0.006
miner	3	Scarp	Tor	782.8647	121941.3168	0.006
miner	3	Scarp	Cairn	782.8647	121941.3168	0.006
miner	3	Scarp	Delta=Ford	782.8647	59262.7579	0.013
miner	3	Scarp	Range=Strait	782.8647	21308.5834	0.035
miner	5	Meadow=Spur	Tor	115378.2225	52078.8161	0.689
miner	5	Meadow=Spur	Cairn	115378.2225	52078.8161	0.689
miner	5	Meadow=Spur	Delta=Ford	115378.2225	26314.5132	0.814
miner	5	Meadow=Spur	Range=Strait	115378.2225	708.4784	0.994
miner	5	Meadow=Spur	Scarp	115378.2225	712.6099	0.994
miner	5	Tor	Meadow=Spur	115491.4052	51724.0635	0.691
miner	5	Tor	Cairn	115491.4052	52078.8161	0.689
miner	5	Tor	Delta=Ford	115491.4052	26314.5132	0.814
miner	5	Tor	Range=Strait	115491.4052	708.4784	0.994
miner	5	Tor	Scarp	115491.4052	712.6099	0.994
miner	5	Cairn	Meadow=Spur	115491.4052	51724.0635	0.691
miner	5	Cairn	Tor	115491.4052	52078.8161	0.689
miner	5	Cairn	Delta=Ford	115491.4052	26314.5132	0.814
miner	5	Cairn	Range=Strait	115491.4052	708.4784	0.994
miner	5	Cairn	Scarp	115491.4052	712.6099	0.994
miner	5	Delta=Ford	Meadow=Spur	58896.3195	51724.0635	0.532
miner	5	Delta=Ford	Tor	58896.3195	52078.8161	0.531
miner	5	Delta=Ford	Cairn	58896.3195	52078.8161	0.531
miner	5	Delta=Ford	Range=Strait	58896.3195	708.4784	0.988
miner	5	Delta=Ford	Scarp	58896.3195	712.6099	0.988
miner	5	Range=Strait	Meadow=Spur	8195.7489	51724.0635	0.137
miner	5	Range=Strait	Tor	8195.7489	52078.8161	0.136
miner	5	Range=Strait	Cairn	8195.7489	52078.8161	0.136
miner	5	Range=Strait	Delta=Ford	8195.7489	26314.5132	0.237
miner	5	Range=Strait	Scarp	8195.7489	712.6099	0.920
miner	5	Scarp	Meadow=Spur	9814.1157	51724.0635	0.159
miner	5	Scarp	Tor	9814.1157	52078.8161	0.159
miner	5	Scarp	Cairn	9814.1157	52078.8161	0.159
miner	5	Scarp	Delta=Ford	9814.1157	26314.5132	0.272
miner	5	Scarp	Range=Strait	9814.1157	708.4784	0.933
miner	11	Meadow=Spur	Tor	342091.7071	2681.4049	0.992
miner	11	Meadow=Spur	Cairn	342091.7071	2681.4049	0.992
miner	11	Meadow=Spur	Delta=Ford	342091.7071	1336.9292	0.996
miner	11	Meadow=Spur	Range=Strait	342091.7071	143.3599	1.000
miner	11	Meadow=Spur	Scarp	342091.7071	160.3849	1.000
miner	11	Tor	Meadow=Spur	342287.4115	2672.4955	0.992
miner	11	Tor	Cairn	342287.4115	2681.4049	0.992
miner	11	Tor	Delta=Ford	342287.4115	1336.9292	0.996
miner	11	Tor	Range=Strait	342287.4115	143.3599	1.000
miner	11	Tor	Scarp	342287.4115	160.3849	1.000
miner	11	Cairn	Meadow=Spur	342287.4115	2672.4955	0.992
miner	11	Cairn	Tor	342287.4115	2681.4049	0.992
miner	11	Cairn	Delta=Ford	342287.4115	1336.9292	0.996
miner	11	Cairn	Range=Strait	342287.4115	143.3599	1.000
miner	11	Cairn	Scarp	342287.4115	160.3849	1.000
miner	11	Delta=Ford	Meadow=Spur	175519.8999	2672.4955	0.985
miner	11	Delta=Ford	Tor	175519.8999	2681.4049	0.985
miner	11	Delta=Ford	Cairn	175519.8999	2681.4049	0.985
miner	11	Delta=Ford	Range=Strait	175519.8999	143.3599	0.999
miner	11	Delta=Ford	Scarp	175519.8999	160.3849	0.999
miner	11	Range=Strait	Meadow=Spur	94927.2872	2672.4955	0.973
miner	11	Range=Strait	Tor	94927.2872	2681.4049	0.973
miner	11	Range=Strait	Cairn	94927.2872	2681.4049	0.973
miner	11	Range=Strait	Delta=Ford	94927.2872	1336.9292	0.986
miner	11	Range=Strait	Scarp	94927.2872	160.3849	0.998
miner	11	Scarp	Meadow=Spur	107671.6840	2672.4955	0.976
miner	11	Scarp	Tor	107671.6840	2681.4049	0.976
miner	11	Scarp	Cairn	107671.6840	2681.4049	0.976
miner	11	Scarp	Delta=Ford	107671.6840	1336.9292	0.988
miner	11	Scarp	Range=Strait	107671.6840	143.3599	0.999
freighter	1	Meadow=Spur	Tor	10.0007	0.0000	1.000
freighter	1	Meadow=Spur	Cairn	10.0007	0.0000	1.000
freighter	1	Meadow=Spur	Delta=Ford	10.0007	127.2289	0.073
freighter	1	Meadow=Spur	Range=Strait	10.0007	234.4478	0.041
freighter	1	Meadow=Spur	Scarp	10.0007	112.0339	0.082
freighter	1	Tor	Meadow=Spur	0.0000	12.0648	0.000
freighter	1	Tor	Cairn	0.0000	0.0000	0.500
freighter	1	Tor	Delta=Ford	0.0000	127.2289	0.000
freighter	1	Tor	Range=Strait	0.0000	234.4478	0.000
freighter	1	Tor	Scarp	0.0000	112.0339	0.000
freighter	1	Cairn	Meadow=Spur	0.0000	12.0648	0.000
freighter	1	Cairn	Tor	0.0000	0.0000	0.500
freighter	1	Cairn	Delta=Ford	0.0000	127.2289	0.000
freighter	1	Cairn	Range=Strait	0.0000	234.4478	0.000
freighter	1	Cairn	Scarp	0.0000	112.0339	0.000
freighter	1	Delta=Ford	Meadow=Spur	122.8246	12.0648	0.911
freighter	1	Delta=Ford	Tor	122.8246	0.0000	1.000
freighter	1	Delta=Ford	Cairn	122.8246	0.0000	1.000
freighter	1	Delta=Ford	Range=Strait	122.8246	234.4478	0.344
freighter	1	Delta=Ford	Scarp	122.8246	112.0339	0.523
freighter	1	Range=Strait	Meadow=Spur	298.1067	12.0648	0.961
freighter	1	Range=Strait	Tor	298.1067	0.0000	1.000
freighter	1	Range=Strait	Cairn	298.1067	0.0000	1.000
freighter	1	Range=Strait	Delta=Ford	298.1067	127.2289	0.701
freighter	1	Range=Strait	Scarp	298.1067	112.0339	0.727
freighter	1	Scarp	Meadow=Spur	140.2794	12.0648	0.921
freighter	1	Scarp	Tor	140.2794	0.0000	1.000
freighter	1	Scarp	Cairn	140.2794	0.0000	1.000
freighter	1	Scarp	Delta=Ford	140.2794	127.2289	0.524
freighter	1	Scarp	Range=Strait	140.2794	234.4478	0.374
freighter	7	Meadow=Spur	Tor	12.4447	0.0000	1.000
freighter	7	Meadow=Spur	Cairn	12.4447	0.0000	1.000
freighter	7	Meadow=Spur	Delta=Ford	12.4447	91.6458	0.120
freighter	7	Meadow=Spur	Range=Strait	12.4447	93.1148	0.118
freighter	7	Meadow=Spur	Scarp	12.4447	129.4218	0.088
freighter	7	Tor	Meadow=Spur	0.0000	10.9603	0.000
freighter	7	Tor	Cairn	0.0000	0.0000	0.500
freighter	7	Tor	Delta=Ford	0.0000	91.6458	0.000
freighter	7	Tor	Range=Strait	0.0000	93.1148	0.000
freighter	7	Tor	Scarp	0.0000	129.4218	0.000
freighter	7	Cairn	Meadow=Spur	0.0000	10.9603	0.000
freighter	7	Cairn	Tor	0.0000	0.0000	0.500
freighter	7	Cairn	Delta=Ford	0.0000	91.6458	0.000
freighter	7	Cairn	Range=Strait	0.0000	93.1148	0.000
freighter	7	Cairn	Scarp	0.0000	129.4218	0.000
freighter	7	Delta=Ford	Meadow=Spur	130.8918	10.9603	0.923
freighter	7	Delta=Ford	Tor	130.8918	0.0000	1.000
freighter	7	Delta=Ford	Cairn	130.8918	0.0000	1.000
freighter	7	Delta=Ford	Range=Strait	130.8918	93.1148	0.584
freighter	7	Delta=Ford	Scarp	130.8918	129.4218	0.503
freighter	7	Range=Strait	Meadow=Spur	450.2908	10.9603	0.976
freighter	7	Range=Strait	Tor	450.2908	0.0000	1.000
freighter	7	Range=Strait	Cairn	450.2908	0.0000	1.000
freighter	7	Range=Strait	Delta=Ford	450.2908	91.6458	0.831
freighter	7	Range=Strait	Scarp	450.2908	129.4218	0.777
freighter	7	Scarp	Meadow=Spur	185.8372	10.9603	0.944
freighter	7	Scarp	Tor	185.8372	0.0000	1.000
freighter	7	Scarp	Cairn	185.8372	0.0000	1.000
freighter	7	Scarp	Delta=Ford	185.8372	91.6458	0.670
freighter	7	Scarp	Range=Strait	185.8372	93.1148	0.666
freighter	42	Meadow=Spur	Tor	12.5714	0.0000	1.000
freighter	42	Meadow=Spur	Cairn	12.5714	0.0000	1.000
freighter	42	Meadow=Spur	Delta=Ford	12.5714	100.9486	0.111
freighter	42	Meadow=Spur	Range=Strait	12.5714	238.1782	0.050
freighter	42	Meadow=Spur	Scarp	12.5714	93.3091	0.119
freighter	42	Tor	Meadow=Spur	0.0000	7.4443	0.000
freighter	42	Tor	Cairn	0.0000	0.0000	0.500
freighter	42	Tor	Delta=Ford	0.0000	100.9486	0.000
freighter	42	Tor	Range=Strait	0.0000	238.1782	0.000
freighter	42	Tor	Scarp	0.0000	93.3091	0.000
freighter	42	Cairn	Meadow=Spur	0.0000	7.4443	0.000
